xy,trap,time,yfpmean,area,yfpmean5by5,yfpsd5by5,yfpmax5by5,num5by5
24,8,48,0.00320234809419303,425,0.00320703301085731,1.54023383937808e-05,0.00324223697261006,251
24,8,49,0.00319341245190553,421,0.00319693054663148,1.55939946312055e-05,0.00323552300297551,249
24,8,50,0.00319924784982802,421,0.00320129376895696,1.39778397557052e-05,0.00323247119859617,249
24,8,51,0.0032014225322836,421,0.00320691693301014,1.13278452496952e-05,0.00323491264209964,249
24,9,1,0.00321141068123864,398,0.00321594368757484,9.54578786411538e-06,0.00324223697261006,230
24,9,2,0.00320044565545358,398,0.00320634244562315,1.61649215235001e-05,0.00323552300297551,230
24,9,3,0.00321451616056937,398,0.0032203940144828,1.16717742504719e-05,0.00325871671625849,230
24,9,4,0.00320358947403531,398,0.00320923237168324,1.30958606008063e-05,0.00323857480735485,230
24,9,5,0.00321049053921472,398,0.00321542090021595,1.24493615155977e-05,0.00324834058136873,230
24,9,6,0.00320792180939794,398,0.00321195776568113,1.24855554493119e-05,0.00323857480735485,230
24,9,7,0.00319764689013082,398,0.00320276785388491,8.09626926193368e-06,0.00322575722896162,230
24,9,8,0.00320531474033016,398,0.00321086973107632,1.27724282849273e-05,0.00324101625085832,230
24,9,9,0.00319577499815085,393,0.00319981956875862,9.64818631830476e-06,0.00322026398107881,228
24,9,10,0.00320163787933762,393,0.00320611324603567,7.66165664010139e-06,0.00322270542458228,228
24,9,11,0.00320893736055029,393,0.00321490190724389,1.11059814506649e-05,0.00324773022049287,228
24,9,12,0.00320152139825444,393,0.00320578664942665,1.16287273122878e-05,0.00323735408560311,228
24,9,13,0.00319891998739674,393,0.00320292223654429,1.0200528043006e-05,0.0032300297550927,228
24,9,14,0.00319717277114902,393,0.00320207094374373,1.12066774374609e-05,0.0032281986724651,228
24,9,15,0.00319849289009174,393,0.00320145255180371,1.07051712897514e-05,0.00323674372472724,228
24,9,16,0.00320571654327254,404,0.00320685162549166,7.47917975696959e-06,0.00322331578545815,235
